Ticker,Company_Name,Score,Result_Tag,Latest_GPM,GPM_YoY_Slope,GPM_Inflection,GPM_Consecutive,Latest_OPM,OPM_YoY_Slope,OPM_Inflection,OPM_Consecutive,Operating_Leverage,Rev_YoY,Rev_Acceleration,Rev_New_High,Non_Op_Ratio,Score_Details,Score_Percentile
2330.TW,台積電,58,✅ B級：趨勢改善,58.97,0.35,False,3,49.63,0.0,False,0,0.0,9.07,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""0 (OL=0.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
3711.TW,日月光投控,58,✅ B級：趨勢改善,17.0,-0.04,False,0,7.07,0.31,False,3,-7.75,7.82,0.0,True,0,"{""base"": 30, ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""0 (OL=-7.75)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
6515.TW,穎崴,58,✅ B級：趨勢改善,46.68,-2.29,False,0,28.36,-1.86,True,0,0.81,7.36,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""+10 (OL=0.81)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
2015.TW,豐興,58,✅ B級：趨勢改善,11.5,0.1,False,3,8.66,-0.2,False,0,-2.0,2.59,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""0 (OL=-2.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
6176.TW,瑞儀,58,✅ B級：趨勢改善,21.49,0.04,False,3,12.86,-0.48,False,0,-12.0,8.66,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""0 (OL=-12.00)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
4966.TW,譜瑞-KY,58,✅ B級：趨勢改善,42.72,-0.39,False,0,17.23,0.01,False,3,-0.03,8.27,0.0,True,0,"{""base"": 30, ""opm_consecutive"": ""+10 (OPM連續3季)"", ""ol"": ""0 (OL=-0.03)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
1514.TW,亞力,58,✅ B級：趨勢改善,18.17,-0.08,False,0,9.39,0.09,True,1,-1.13,4.44,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-1.13)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
8210.TW,勤誠,58,✅ B級：趨勢改善,30.16,0.24,False,3,22.42,-0.44,False,0,-1.83,29.19,0.0,True,0,"{""base"": 30, ""gpm_consecutive"": ""+10 (GPM連續3季)"", ""ol"": ""0 (OL=-1.83)"", ""gpm_improve"": ""+10 (GPM↑)"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",40.21739130434783
4763.TW,材料-KY,55,✅ B級：趨勢改善,58.81,-1.52,False,0,53.12,0.39,True,1,-0.26,0.0,0.0,True,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-0.26)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",35.14492753623188
1216.TW,統一,55,✅ B級：趨勢改善,33.49,-0.02,False,0,5.98,0.04,False,2,-2.0,0.0,0.0,True,0,"{""base"": 30, ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""0 (OL=-2.00)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",35.14492753623188
2912.TW,統一超,55,✅ B級：趨勢改善,34.47,-0.54,False,0,4.32,0.06,False,2,-0.11,0.0,0.0,True,0,"{""base"": 30, ""opm_consecutive"": ""+10 (OPM連續2季)"", ""ol"": ""0 (OL=-0.11)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",35.14492753623188
5269.TW,祥碩,55,✅ B級：趨勢改善,52.58,-2.56,False,0,31.86,1.87,True,1,-0.73,-6.49,0.0,False,0,"{""base"": 30, ""opm_inflection"": ""+10 (OPM拐點)"", ""ol"": ""0 (OL=-0.73)"", ""gpm_improve"": ""0"", ""opm_improve"": ""+10 (OPM↑)"", ""rev_momentum"": ""0"", ""non_op"": ""+5 (低業外)""}",35.14492753623188
9910.TW,豐泰,53,✅ B級：趨勢改善,23.01,-1.16,False,0,9.33,-2.12,False,0,1.83,11.75,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.83)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
8046.TW,南電,53,✅ B級：趨勢改善,7.75,-0.27,False,0,3.51,-0.31,False,0,1.15,2.54,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.15)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
4536.TW,拓凱,53,✅ B級：趨勢改善,35.99,-1.98,False,0,20.79,-2.41,False,0,1.22,5.42,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.22)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
8464.TW,億豐,53,✅ B級：趨勢改善,58.73,-0.5,False,0,29.64,-1.45,False,0,2.9,8.57,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=2.90)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
5871.TW,中租-KY,53,✅ B級：趨勢改善,65.99,-0.22,False,0,27.46,-0.67,False,0,3.05,5.35,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=3.05)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
6213.TW,聯茂,53,✅ B級：趨勢改善,14.57,-1.02,False,0,7.26,-1.62,False,0,1.59,7.33,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.59)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
9945.TW,潤泰新,53,✅ B級：趨勢改善,24.69,-0.21,False,0,17.53,-0.93,False,0,4.43,15.49,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=4.43)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
2303.TW,聯電,53,✅ B級：趨勢改善,28.42,-0.3,False,0,18.05,-0.36,False,0,1.2,7.17,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.20)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
2393.TW,億光,53,✅ B級：趨勢改善,31.34,-0.75,False,0,13.56,-1.87,False,0,2.49,4.58,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=2.49)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
2377.TW,微星,53,✅ B級：趨勢改善,10.9,-0.21,False,0,2.82,-0.55,False,0,2.62,4.8,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=2.62)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
2618.TW,長榮航,53,✅ B級：趨勢改善,23.62,-1.66,False,0,16.41,-2.42,False,0,1.46,3.77,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=1.46)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
1519.TW,華城,53,✅ B級：趨勢改善,39.62,-0.75,False,0,22.48,-2.24,False,0,2.99,13.77,0.0,True,0,"{""base"": 30, ""ol"": ""+15 (OL=2.99)"", ""gpm_improve"": ""0"", ""opm_improve"": ""0"", ""rev_momentum"": ""+3 (營收正成長)"", ""non_op"": ""+5 (低業外)""}",24.637681159420293
