Ticker,Company_Name,Forensic_Score,Forensic_Verdict,Sloan_Ratio,F_Score,F_Score_Items,F_Score_Reliable,Hollow_Ratio,Quality_Warning,ROIC,Warnings,Score_Details,Health_Score,Decision
2408.TW,南亞科,85,⭐ AA：財務健康,-0.0507,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,⚠️ Hold (Caution)
2637.TW,慧洋-KY,85,⭐ AA：財務健康,-0.0445,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,➡️ Hold
3035.TW,智原,85,⭐ AA：財務健康,-0.0451,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,📉 Trim
3443.TW,創意,45,⚠️ C：財務風險,0.1964,3,6,True,,False,0.0,"盈餘品質差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -15, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質差"", ""財務實力弱""]}",20,✅ Hold
1513.TW,中興電,85,⭐ AA：財務健康,-0.0905,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📈 Accumulate
2354.TW,鴻準,85,⭐ AA：財務健康,-0.0051,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",65,➡️ Hold
3406.TW,玉晶光,85,⭐ AA：財務健康,-0.0947,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📈 Accumulate
2382.TW,廣達,85,⭐ AA：財務健康,0.0008,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",42,🔥 Strong Buy
2241.TW,原相,85,⭐ AA：財務健康,-0.0683,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",75,✅ Hold
6414.TW,樺漢,85,⭐ AA：財務健康,-0.0218,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,📈 Accumulate
2002.TW,中鋼,65,⚠️ B：需留意,-0.0882,2,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",90,📉 Trim
6505.TW,台塑化,85,⭐ AA：財務健康,-0.1183,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,⚠️ Hold (Caution)
4919.TW,新唐,65,⚠️ B：需留意,0.0023,1,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,📉 Trim
3661.TW,世芯-KY,85,⭐ AA：財務健康,-0.3076,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,📈 Accumulate
2105.TW,正新,65,⚠️ B：需留意,-0.0472,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",90,📈 Accumulate
6669.TW,緯穎,35,🚫 D：高風險,0.2046,3,6,True,,False,0.0,"盈餘品質極差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -25, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質極差"", ""財務實力弱""]}",-10,🔥 Strong Buy
2368.TW,金像電,45,⚠️ C：財務風險,0.1236,3,6,True,,False,0.0,"盈餘品質差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -15, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質差"", ""財務實力弱""]}",10,⚠️ Hold (Caution)
9904.TW,寶成,65,⚠️ B：需留意,0.0177,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,➡️ Hold
1802.TW,台玻,65,⚠️ B：需留意,-0.0443,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",70,🔥 Strong Buy
2451.TW,創見,55,⚠️ C：財務風險,0.2883,4,6,True,,False,0.0,盈餘品質極差,"{""base"": 80, ""sloan_penalty"": -25, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質極差""]}",20,⚠️ Hold (Caution)
3706.TW,神達,45,⚠️ C：財務風險,0.1366,3,6,True,,False,0.0,"盈餘品質差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -15, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質差"", ""財務實力弱""]}",22,🔥 Strong Buy
2606.TW,裕民,65,⚠️ B：需留意,-0.0471,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",90,📈 Accumulate
2615.TW,萬海,85,⭐ AA：財務健康,-0.0107,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
3231.TW,緯創,35,🚫 D：高風險,0.2354,3,6,True,,False,0.0,"盈餘品質極差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -25, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質極差"", ""財務實力弱""]}",-15,🔥 Strong Buy
6005.TW,群益證,65,⚠️ B：需留意,-0.0286,3,5,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",65,➡️ Hold
2344.TW,華邦電,65,⚠️ B：需留意,-0.0455,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",65,⚠️ Hold (Caution)
1326.TW,台化,65,⚠️ B：需留意,-0.0708,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",70,⚠️ Hold (Caution)
2376.TW,技嘉,65,⚠️ B：需留意,0.1037,4,6,True,,False,0.0,盈餘品質差,"{""base"": 80, ""sloan_penalty"": -15, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質差""]}",20,📈 Accumulate
2356.TW,英業達,60,⚠️ B：需留意,0.0671,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",45,📈 Accumulate
4938.TW,和碩,85,⭐ AA：財務健康,-0.0181,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,➡️ Hold
3034.TW,聯詠,65,⚠️ B：需留意,0.0295,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,📈 Accumulate
2301.TW,光寶科,85,⭐ AA：財務健康,0.0241,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",70,✅ Hold
2412.TW,中華電,85,⭐ AA：財務健康,-0.0486,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📉 Trim
6285.TW,啟碁,65,⚠️ B：需留意,-0.0877,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",90,📉 Trim
2480.TW,敦陽科,65,⚠️ B：需留意,0.0416,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",50,➡️ Hold
6446.TW,藥華藥,85,⭐ AA：財務健康,-0.0143,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
4958.TW,臻鼎-KY,85,⭐ AA：財務健康,-0.0737,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,⚠️ Hold (Caution)
3665.TW,貿聯-KY,85,⭐ AA：財務健康,0.0495,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",47,✅ Hold
2352.TW,佳世達,85,⭐ AA：財務健康,-0.0274,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📉 Trim
1301.TW,台塑,65,⚠️ B：需留意,-0.0395,2,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",70,🔥 Strong Buy
3008.TW,大立光,85,⭐ AA：財務健康,-0.0136,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",75,➡️ Hold
2474.TW,可成,85,⭐ AA：財務健康,0.0463,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",60,➡️ Hold
3376.TW,新日興,85,⭐ AA：財務健康,-0.0508,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📉 Trim
1795.TW,美時,85,⭐ AA：財務健康,-0.045,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📉 Trim
2707.TW,晶華,85,⭐ AA：財務健康,-0.1351,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,📈 Accumulate
2337.TW,旺宏,65,⚠️ B：需留意,-0.1104,2,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",80,⚠️ Hold (Caution)
4961.TW,天鈺,65,⚠️ B：需留意,-0.0509,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",65,📈 Accumulate
6770.TW,力積電,65,⚠️ B：需留意,-0.0913,2,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",75,⚠️ Hold (Caution)
3037.TW,欣興,65,⚠️ B：需留意,-0.0401,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",85,⚠️ Hold (Caution)
6415.TW,矽力*-KY,85,⭐ AA：財務健康,-0.0155,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,📈 Accumulate
3533.TW,嘉澤,85,⭐ AA：財務健康,0.0244,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",75,➡️ Hold
3653.TW,健策,80,⭐ AA：財務健康,0.0714,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",35,⚠️ Hold (Caution)
2379.TW,瑞昱,85,⭐ AA：財務健康,-0.0727,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
2345.TW,智邦,85,⭐ AA：財務健康,0.0016,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",45,✅ Hold
6239.TW,力成,65,⚠️ B：需留意,-0.086,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",85,⚠️ Hold (Caution)
9914.TW,美利達,65,⚠️ B：需留意,-0.0864,2,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",75,➡️ Hold
3702.TW,大聯大,60,⚠️ B：需留意,0.0619,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",50,📈 Accumulate
9933.TW,中鼎,65,⚠️ B：需留意,0.0244,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",60,📉 Trim
6176.TW,瑞儀,65,⚠️ B：需留意,0.0488,3,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",50,📈 Accumulate
8210.TW,勤誠,80,⭐ AA：財務健康,0.0633,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",42,⚠️ Hold (Caution)
6515.TW,穎崴,85,⭐ AA：財務健康,-0.0258,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,⚠️ Hold (Caution)
4966.TW,譜瑞-KY,85,⭐ AA：財務健康,-0.0069,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",95,📈 Accumulate
1514.TW,亞力,60,⚠️ B：需留意,0.0967,1,6,True,,False,0.0,財務實力弱,"{""base"": 80, ""sloan_penalty"": 0, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""財務實力弱""]}",37,➡️ Hold
3711.TW,日月光投控,85,⭐ AA：財務健康,-0.0738,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,⚠️ Hold (Caution)
2330.TW,台積電,85,⭐ AA：財務健康,-0.0369,6,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,⚠️ Hold (Caution)
2015.TW,豐興,85,⭐ AA：財務健康,-0.0625,5,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,➡️ Hold
1216.TW,統一,85,⭐ AA：財務健康,-0.0515,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
2912.TW,統一超,85,⭐ AA：財務健康,-0.0668,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",85,📈 Accumulate
4763.TW,材料-KY,45,⚠️ C：財務風險,0.1792,3,6,True,,False,0.0,"盈餘品質差, 財務實力弱","{""base"": 80, ""sloan_penalty"": -15, ""fscore_penalty"": -20, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": [""盈餘品質差"", ""財務實力弱""]}",20,📈 Accumulate
5269.TW,祥碩,85,⭐ AA：財務健康,0.0277,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",45,📈 Accumulate
2377.TW,微星,85,⭐ AA：財務健康,-0.022,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",80,📈 Accumulate
1303.TW,南亞,85,⭐ AA：財務健康,-0.0314,4,6,True,,False,0.0,,"{""base"": 80, ""sloan_bonus"": 5, ""fscore_penalty"": 0, ""fscore_bonus"": 0, ""hollow_penalty"": 0, ""roic_bonus"": 0, ""warnings"": []}",90,⚠️ Hold (Caution)
